UM_CODE;UM_NAMEF;global_id;UM_NAMES;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR
11400;Котельный проезд;58481322;Котельный пр.;Kotel`ny'j proezd;3;;508;77000000000367000
11420;Котляковская улица;58481323;Котляковская ул.;Kotlyakovskaya ulicza;1;;612;77000000000367100
11430;1-й Котляковский переулок;58481324;1-й Котляковский пер.;Pervy'j Kotlyakovskij pereulok;2;;"0612;0618";77000000000367200
11431;2-й Котляковский переулок;58481325;2-й Котляковский пер.;Vtoroj Kotlyakovskij pereulok;2;;612;77000000000367300
11440;Котляковский проезд;58481326;Котляковский пр.;Kotlyakovskij proezd;3;;612;77000000000776100
11450;улица Коцюбинского;58481327;ул. Коцюбинского;ulicza Koczyubinskogo;1;;807;77000000000156300
11460;Кочновский проезд;58481328;Кочновский пр.;Kochnovskij proezd;3;;201;77000000000156400
11470;улица Кошкина;58481329;ул. Кошкина;ulicza Koshkina;1;;612;77000000000049900
11475;проезд Кошкина;58481330;пр. Кошкина;proezd Koshkina;3;;606;77000000000367400
11480;улица Коштоянца;58481331;ул. Коштоянца;ulicza Koshtoyancza;1;;"0814;0817";77000000000156500
11490;улица Кравченко;58481332;ул. Кравченко;ulicza Kravchenko;1;;"0706;0814";77000000000156600
11520;улица Крамского;58481333;ул. Крамского;ulicza Kramskogo;1;;214;77000000000156700
11530;Крапивенский переулок;58481334;Крапивенский пер.;Krapivenskij pereulok;2;;108;77000000000055900
11545;переулок Красина;58481335;пер. Красина;pereulok Krasina;2;;106;77000000000157000
11550;улица Красина;58481336;ул. Красина;ulicza Krasina;1;;106;77000000000157100
11554;1-й Красковский проезд;58481337;1-й Красковский пр.;Pervy'j Kraskovskij proezd;3;;409;77000000000040200
11556;2-й Красковский проезд;58481338;2-й Красковский пр.;Vtoroj Kraskovskij proezd;3;;409;77000000000040300
11557;Красковская улица;58481339;Красковская ул.;Kraskovskaya ulicza;1;;409;77000000000040100
11560;Красная площадь;58481340;Красная пл.;Krasnaya ploshhad`;4;;108;77000000000157500
11570;улица Красная Пресня;58481341;ул. Красная Пресня;ulicza Krasnaya Presnya;1;;106;77000000000157400
11580;улица Красная Сосна;58481342;ул. Красная Сосна;ulicza Krasnaya Sosna;1;;317;77000000000158900
11620;Красноармейская улица;58481343;Красноармейская ул.;Krasnoarmejskaya ulicza;1;;201;77000000000157700
11660;Краснобогатырская улица;58481344;Краснобогатырская ул.;Krasnobogaty'rskaya ulicza;1;;"0403;0415";77000000000157800
11670;Красноворотский проезд;58481345;Красноворотский пр.;Krasnovorotskij proezd;3;;104;77000000000064300
11680;3-я Красногвардейская улица;58481346;3-я Красногвардейская ул.;Tret`ya Krasnogvardejskaya ulicza;1;;106;77000000000157900
11690;Красногвардейский бульвар;58481347;Красногвардейский бульв.;Krasnogvardejskij bul`var;8;;106;77000000000158300
11700;1-й Красногвардейский проезд;58481348;1-й Красногвардейский пр.;Pervy'j Krasnogvardejskij proezd;3;;106;77000000000158000
11710;2-й Красногвардейский проезд;58481349;2-й Красногвардейский пр.;Vtoroj Krasnogvardejskij proezd;3;;106;77000000000158100
11730;Тестовская улица;58481350;Тестовская ул.;Testovskaya ulicza;1;;106;77000000000739500
11750;1-й Красногорский проезд;58481351;1-й Красногорский пр.;Pervy'j Krasnogorskij proezd;3;;907;77000000000158500
11751;2-й Красногорский проезд;58481352;2-й Красногорский пр.;Vtoroj Krasnogorskij proezd;3;;907;77000000000158600
11752;3-й Красногорский проезд;58481353;3-й Красногорский пр.;Tretij Krasnogorskij proezd;3;;907;77000000000158700
11753;4-й Красногорский проезд;58481354;4-й Красногорский пр.;Chetvyorty'j Krasnogorskij proezd;3;;907;77000000000158800
11780;Краснодарская улица;58481355;Краснодарская ул.;Krasnodarskaya ulicza;1;;508;77000000000017700
11785;Краснодарский проезд;58481356;Краснодарский пр.;Krasnodarskij proezd;3;;508;77000000000724800
11790;Краснодонская улица;58481357;Краснодонская ул.;Krasnodonskaya ulicza;1;;"0506;0508;0514";77000000000017800
11800;Красноказарменная набережная;58481358;Красноказарменная наб.;Krasnokazarmennaya naberezhnaya;5;;507;77000000000159000
11810;Красноказарменная площадь;58481359;Красноказарменная пл.;Krasnokazarmennaya ploshhad`;4;;507;77000000000029200
11820;Красноказарменная улица;58481360;Красноказарменная ул.;Krasnokazarmennaya ulicza;1;;507;77000000000028700
11830;Красноказарменный проезд;58481361;Красноказарменный пр.;Krasnokazarmenny'j proezd;3;;507;77000000000029300
11840;Краснокурсантская площадь;58481362;Краснокурсантская пл.;Krasnokursantskaya ploshhad`;4;;507;77000000000367600
11850;1-й Краснокурсантский проезд;58481363;1-й Краснокурсантский пр.;Pervy'j Krasnokursantskij proezd;3;;507;77000000000028800
11860;2-й Краснокурсантский проезд;58481364;2-й Краснокурсантский пр.;Vtoroj Krasnokursantskij proezd;3;;507;77000000000367700
11863;Краснолиманская улица;58481365;Краснолиманская ул.;Krasnolimanskaya ulicza;1;;711;77000000000159100
11865;Краснополянская улица;58481366;Краснополянская ул.;Krasnopolyanskaya ulicza;1;;209;77000000000034300
11870;Краснопресненская набережная;58481367;Краснопресненская наб.;Krasnopresnenskaya naberezhnaya;5;;106;77000000000159200
11880;площадь Краснопресненская Застава;58481368;пл. Краснопресненская Застава;ploshhad` Krasnopresnenskaya Zastava;4;;106;77000000000367800
11890;Краснопролетарская улица;58481369;Краснопролетарская ул.;Krasnoproletarskaya ulicza;1;;108;77000000000056000
11900;Краснопрудная улица;58481370;Краснопрудная ул.;Krasnoprudnaya ulicza;1;;104;77000000000064400
11911;Краснопрудный переулок;58481371;Краснопрудный пер.;Krasnoprudny'j pereulok;2;;104;77000000000064500
11930;Большой Краснопрудный тупик;58481372;Б. Краснопрудный туп.;Bol`shoj Krasnoprudny'j tupik;7;;104;77000000000064600
11940;Малый Краснопрудный тупик;58481373;М. Краснопрудный туп.;Maly'j Krasnoprudny'j tupik;7;;104;77000000000064700
11945;Верхняя Красносельская улица;58481374;Верх. Красносельская ул.;Verxnyaya Krasnosel`skaya ulicza;1;;104;77000000000064800
11950;Малая Красносельская улица;58481375;М. Красносельская ул.;Malaya Krasnosel`skaya ulicza;1;;104;77000000000064900
11970;Нижняя Красносельская улица;58481376;Нижн. Красносельская ул.;Nizhnyaya Krasnosel`skaya ulicza;1;;"0102;0104";77000000000065000
11980;1-й Красносельский переулок;58481377;1-й Красносельский пер.;Pervy'j Krasnosel`skij pereulok;2;;104;77000000000065100
11990;2-й Красносельский переулок;58481378;2-й Красносельский пер.;Vtoroj Krasnosel`skij pereulok;2;;104;77000000000065200
12000;3-й Красносельский переулок;58481379;3-й Красносельский пер.;Tretij Krasnosel`skij pereulok;2;;104;77000000000065300
12010;4-й Красносельский переулок;58481380;4-й Красносельский пер.;Chetvyorty'j Krasnosel`skij pereulok;2;;104;77000000000065400
12020;5-й Красносельский переулок;58481381;5-й Красносельский пер.;Pyaty'j Krasnosel`skij pereulok;2;;104;77000000000065500
12030;6-й Красносельский переулок;58481382;6-й Красносельский пер.;Shestoj Krasnosel`skij pereulok;2;;104;77000000000065600
12040;Красносельский тупик;58481383;Красносельский туп.;Krasnosel`skij tupik;7;;104;77000000000065700
12045;Красносолнечная улица;58481384;Красносолнечная ул.;Krasnosolnechnaya ulicza;1;;409;77000000000040400
12050;Красностуденческий проезд;58481385;Красностуденческий пр.;Krasnostudencheskij proezd;3;;215;77000000000159700
12060;Краснохолмская набережная;58481386;Краснохолмская наб.;Krasnoxolmskaya naberezhnaya;5;;107;77000000000159900
12070;Нижняя Краснохолмская улица;58481387;Нижн. Краснохолмская ул.;Nizhnyaya Krasnoxolmskaya ulicza;1;;103;77000000000159800
12080;Красноярская улица;58481388;Красноярская ул.;Krasnoyarskaya ulicza;1;;406;77000000000160000
12085;площадь Красные Ворота;58481389;пл. Красные Ворота;ploshhad` Krasny'e Vorota;4;;"0102;0104";77000000000369500
12090;улица Красный Казанец;58481390;ул. Красный Казанец;ulicza Krasny'j Kazanecz;1;;404;77000000000040500
12100;улица Красного Маяка;58481391;ул. Красного Маяка;ulicza Krasnogo Mayaka;1;;620;77000000000158400
12110;улица Красных Зорь;58481392;ул. Красных Зорь;ulicza Krasny'x Zor`;1;;809;77000000000160100
12120;Кременчугская улица;58481393;Кременчугская ул.;Kremenchugskaya ulicza;1;;819;77000000000160200
